TBLID,GEOID,GEONAME,ORDER,TITLE,ESTIMATE,MG_ERROR
B01003,05000US53027,"Grays Harbor County, Washington",1,Total,"73,901",*****
B01003,05000US53029,"Island County, Washington",1,Total,"84,460",*****
B01003,05000US53033,"King County, Washington",1,Total,"2,233,163",*****
B01003,05000US53035,"Kitsap County, Washington",1,Total,"269,805",*****
B01003,05000US53041,"Lewis County, Washington",1,Total,"79,604",*****
B01003,05000US53045,"Mason County, Washington",1,Total,"65,507",*****
B01003,05000US53053,"Pierce County, Washington",1,Total,"891,299",*****
B01003,05000US53057,"Skagit County, Washington",1,Total,"128,206",*****
B01003,05000US53061,"Snohomish County, Washington",1,Total,"814,901",*****
B01003,05000US53063,"Spokane County, Washington",1,Total,"514,631",*****
B01003,05000US53067,"Thurston County, Washington",1,Total,"286,419",*****
B01003,05000US53073,"Whatcom County, Washington",1,Total,"225,685",*****
B01003,05000US53077,"Yakima County, Washington",1,Total,"251,446",*****
B01003,05000US54003,"Berkeley County, West Virginia",1,Total,"117,123",*****
B01003,05000US54011,"Cabell County, West Virginia",1,Total,"93,224",*****
B01003,05000US54033,"Harrison County, West Virginia",1,Total,"67,554",*****
B01003,05000US54039,"Kanawha County, West Virginia",1,Total,"180,454",*****
B01003,05000US54061,"Monongalia County, West Virginia",1,Total,"106,420",*****
B01003,05000US54081,"Raleigh County, West Virginia",1,Total,"74,254",*****
B01003,05000US54107,"Wood County, West Virginia",1,Total,"84,203",*****
B01003,05000US55009,"Brown County, Wisconsin",1,Total,"263,378",*****
B01003,05000US55025,"Dane County, Wisconsin",1,Total,"542,364",*****
B01003,05000US55027,"Dodge County, Wisconsin",1,Total,"87,847",*****
B01003,05000US55035,"Eau Claire County, Wisconsin",1,Total,"104,534",*****
B01003,05000US55039,"Fond du Lac County, Wisconsin",1,Total,"103,066",*****
B01003,05000US55055,"Jefferson County, Wisconsin",1,Total,"85,129",*****
B01003,05000US55059,"Kenosha County, Wisconsin",1,Total,"169,290",*****
B01003,05000US55063,"La Crosse County, Wisconsin",1,Total,"118,230",*****
B01003,05000US55071,"Manitowoc County, Wisconsin",1,Total,"79,074",*****
B01003,05000US55073,"Marathon County, Wisconsin",1,Total,"135,428",*****
B01003,05000US55079,"Milwaukee County, Wisconsin",1,Total,"948,201",*****
B01003,05000US55087,"Outagamie County, Wisconsin",1,Total,"187,365",*****
B01003,05000US55089,"Ozaukee County, Wisconsin",1,Total,"89,147",*****
B01003,05000US55097,"Portage County, Wisconsin",1,Total,"70,942",*****
B01003,05000US55101,"Racine County, Wisconsin",1,Total,"196,584",*****
B01003,05000US55105,"Rock County, Wisconsin",1,Total,"163,129",*****
B01003,05000US55109,"St. Croix County, Wisconsin",1,Total,"89,694",*****
B01003,05000US55117,"Sheboygan County, Wisconsin",1,Total,"115,456",*****
B01003,05000US55127,"Walworth County, Wisconsin",1,Total,"103,718",*****
B01003,05000US55131,"Washington County, Wisconsin",1,Total,"135,693",*****
B01003,05000US55133,"Waukesha County, Wisconsin",1,Total,"403,072",*****
B01003,05000US55139,"Winnebago County, Wisconsin",1,Total,"171,020",*****
B01003,05000US55141,"Wood County, Wisconsin",1,Total,"73,055",*****
B01003,05000US56021,"Laramie County, Wyoming",1,Total,"98,976",*****
B01003,05000US56025,"Natrona County, Wyoming",1,Total,"79,115",*****
B01003,05000US72013,"Arecibo Municipio, Puerto Rico",1,Total,"82,114",*****
B01003,05000US72021,"Bayamón Municipio, Puerto Rico",1,Total,"170,480",*****
B01003,05000US72025,"Caguas Municipio, Puerto Rico",1,Total,"124,434",*****
B01003,05000US72031,"Carolina Municipio, Puerto Rico",1,Total,"147,661",*****
B01003,05000US72061,"Guaynabo Municipio, Puerto Rico",1,Total,"83,787",*****
B01003,05000US72097,"Mayagüez Municipio, Puerto Rico",1,Total,"71,986",*****
B01003,05000US72113,"Ponce Municipio, Puerto Rico",1,Total,"133,191",*****
B01003,05000US72127,"San Juan Municipio, Puerto Rico",1,Total,"320,967",*****
B01003,05000US72135,"Toa Alta Municipio, Puerto Rico",1,Total,"71,094",*****
B01003,05000US72137,"Toa Baja Municipio, Puerto Rico",1,Total,"74,623",*****
B01003,05000US72139,"Trujillo Alto Municipio, Puerto Rico",1,Total,"63,746",*****
